Daily Time Spent on Site,Age,Area Income,Gender,Daily Internet Usage,Ad Topic Line,City,Country,Timestamp,Clicked on Ad
41.88,40,44217.68,Male,126.11,Streamlined exuding adapter,Port Rachel,Cyprus,2/28/2016 23:54,1
39.87,48,47929.83,Male,139.34,Business-focused user-facing benchmark,South Rebecca,Mexico,6/13/2016 6:11,1
61.84,45,46024.29,Male,105.63,Reactive bi-directional standardization,Port Joshuafort,Niger,5/5/2016 11:07,1
54.97,31,51900.03,Male,116.38,Virtual bifurcated portal,Robinsontown,France,7/7/2016 12:17,1
71.4,30,72188.9,Female,166.31,Integrated 3rdgeneration monitoring,Beckton,Japan,5/24/2016 17:07,0
70.29,31,56974.51,Male,254.65,Balanced responsive open system,New Frankshire,Norfolk Island,3/30/2016 14:36,0
67.26,57,25682.65,Male,168.41,Focused incremental Graphic Interface,North Derekville,Bulgaria,5/27/2016 5:54,1
76.58,46,41884.64,Female,258.26,Secured 24hour policy,West Sydney,Uzbekistan,1/3/2016 16:30,0
54.37,38,72196.29,Female,140.77,Up-sized asymmetric firmware,Lake Matthew,Mexico,6/25/2016 18:17,1
82.79,32,54429.17,Male,234.81,Distributed fault-tolerant service-desk,Lake Zacharyfurt,Brunei Darussalam,2/24/2016 10:36,0
66.47,31,58037.66,Male,256.39,Vision-oriented human-resource synergy,Lindsaymouth,France,3/3/2016 3:13,0
72.88,44,64011.26,Female,125.12,Customer-focused explicit challenge,Sarahland,Yemen,4/21/2016 19:56,1
76.44,28,59967.19,Male,232.68,Synchronized human-resource moderator,Port Julie,Northern Mariana Islands,4/6/2016 17:26,0
63.37,43,43155.19,Male,105.04,Open-architected full-range projection,Michaelshire,Poland,3/23/2016 12:53,1
89.71,48,51501.38,Male,204.4,Versatile local forecast,Sarafurt,Bahrain,2/17/2016 7:00,0
70.96,31,55187.85,Female,256.4,Ameliorated user-facing help-desk,South Denise,Saint Pierre and Miquelon,6/26/2016 7:01,0
35.79,44,33813.08,Male,165.62,Enterprise-wide tangible model,North Katie,Tonga,4/20/2016 13:36,1
38.96,38,36497.22,Male,140.67,Versatile mission-critical application,Mauricefurt,Comoros,7/21/2016 16:02,1
69.17,40,66193.81,Female,123.62,Extended leadingedge solution,New Patrick,Montenegro,3/6/2016 11:36,1
64.2,27,66200.96,Male,227.63,Phased zero tolerance extranet,Edwardsmouth,Isle of Man,2/11/2016 23:45,0
43.7,28,63126.96,Female,173.01,Front-line bifurcated ability,Nicholasland,Mayotte,4/4/2016 3:57,1
72.97,30,71384.57,Male,208.58,Fundamental modular algorithm,Duffystad,Lebanon,2/11/2016 21:49,1
51.3,45,67782.17,Male,134.42,Grass-roots cohesive monitoring,New Darlene,Bosnia and Herzegovina,4/22/2016 2:07,1
51.63,51,42415.72,Male,120.37,Expanded intangible solution,South Jessica,Mongolia,2/1/2016 17:24,1
55.55,19,41920.79,Female,187.95,Proactive bandwidth-monitored policy,West Steven,Guatemala,3/24/2016 2:35,0
45.01,26,29875.8,Female,178.35,Virtual 5thgeneration emulation,Ronniemouth,Brazil,6/3/2016 21:43,1
